,city,city_ascii,city_alt,lat,lng,country,iso2,iso3,admin_name,admin_name_ascii,admin_code,admin_type,capital,density,population,population_proper,ranking,timezone,same_name,id
1769739,Brussels,Brussels,Bruxelles|Brussel|Brüssel,50.8467,4.3525,Belgium,BE,BEL,Brussels-Capital Region,Brussels-Capital Region,BE-BRU,region,primary,7465.2,1235192.0,1235192.0,1,Europe/Brussels,False,1056469830
1769740,Antwerp,Antwerp,Anvers|Antwerpen,51.2178,4.4003,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,minor,2600.0,536079.0,536079.0,2,Europe/Brussels,False,1056168623
1769741,Gent,Gent,Gand|Ghent,51.0536,3.7253,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,minor,1680.2,265086.0,265086.0,2,Europe/Brussels,False,1056062897
1769742,Charleroi,Charleroi,,50.4,4.4333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,minor,1977.0,201816.0,201816.0,2,Europe/Brussels,False,1056263311
1769743,Liège,Liege,Lige|Lüttich|Leodicum|Luik,50.6397,5.5706,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,minor,2844.5,195278.0,195278.0,2,Europe/Brussels,False,1056513284
1769744,Schaarbeek,Schaarbeek,Schaerbeek,50.8675,4.3736,Belgium,BE,BEL,Brussels-Capital Region,Brussels-Capital Region,BE-BRU,region,,20741.6,132799.0,132799.0,2,Europe/Brussels,False,1056091146
1769745,Anderlecht,Anderlecht,,50.8333,4.3333,Belgium,BE,BEL,Brussels-Capital Region,Brussels-Capital Region,BE-BRU,region,,6814.4,120887.0,120887.0,2,Europe/Brussels,False,1056297471
1769746,Bruges,Bruges,Brugge|Bruges,51.2089,3.2242,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,minor,858.8,118509.0,118509.0,2,Europe/Brussels,False,1056953902
1769747,Namur,Namur,Namen,50.4667,4.8667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,admin,631.4,110939.0,110939.0,2,Europe/Brussels,False,1056954156
1769748,Moortebeek,Moortebeek,,50.8547,4.3386,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,10745.3,97979.0,97979.0,2,Europe/Brussels,False,1056103437
1769749,Mons,Mons,Bergen,50.455,3.952,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,minor,645.8,95299.0,95299.0,3,Europe/Brussels,True,1056836704
1769750,Aalst,Aalst,Alost,50.9383,4.0392,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,minor,1127.0,88854.0,88854.0,3,Europe/Brussels,False,1056695813
1769751,Mechelen,Mechelen,Malines,51.0278,4.4806,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,minor,2578.5,86921.0,86921.0,2,Europe/Brussels,False,1056687706
1769752,Deurne,Deurne,,51.2247,4.4625,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,6313.9,82270.0,82270.0,2,Europe/Brussels,False,1056636125
1769753,La Louvière,La Louviere,Louvierre,50.4667,4.1833,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,1260.7,80986.0,80986.0,3,Europe/Brussels,False,1056383929
1769754,Sint-Niklaas,Sint-Niklaas,Saint-Nicolas,51.1667,4.1333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,minor,952.1,80167.0,80167.0,3,Europe/Brussels,False,1056028982
1769755,Kortrijk,Kortrijk,Courtrai,50.8275,3.2658,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,minor,971.4,77741.0,77741.0,3,Europe/Brussels,False,1056702614
1769756,Hasselt,Hasselt,,50.93,5.3375,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,minor,767.4,77651.0,77651.0,3,Europe/Brussels,False,1056617022
1769757,Ostend,Ostend,Ostende|Oostende,51.2258,2.9194,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,minor,1747.4,71557.0,71557.0,3,Europe/Brussels,False,1056454956
1769758,Tournai,Tournai,Doornyk|Tournay|Doornik,50.6056,3.3881,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,minor,356.4,69554.0,69554.0,3,Europe/Brussels,False,1056138540
1769759,Genk,Genk,Genck,50.9667,5.5,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,690.8,66110.0,66110.0,3,Europe/Brussels,False,1056555160
1769760,Roeselare,Roeselare,Roeselave|Rouselare|Roulers,50.9333,3.1167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,minor,1067.8,64495.0,64495.0,3,Europe/Brussels,False,1056334112
1769761,Seraing,Seraing,,50.5833,5.5,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,1818.6,64270.0,64270.0,3,Europe/Brussels,False,1056627579
1769762,Laeken,Laeken,Laken,50.8778,4.3558,Belgium,BE,BEL,Brussels-Capital Region,Brussels-Capital Region,BE-BRU,region,,6518.4,60295.0,60295.0,2,Europe/Brussels,False,1056324535
1769763,Mouscron,Mouscron,Moeskroen,50.7333,3.2167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,minor,1466.9,58234.0,58234.0,3,Europe/Brussels,False,1056095679
1769764,Forest,Forest,Vorst,50.8131,4.3247,Belgium,BE,BEL,Brussels-Capital Region,Brussels-Capital Region,BE-BRU,region,,9053.0,56581.0,56581.0,2,Europe/Brussels,False,1056640531
1769765,Verviers,Verviers,,50.5833,5.85,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,minor,1775.1,55198.0,55198.0,3,Europe/Brussels,False,1056464610
1769766,Jette,Jette,,50.8667,4.3333,Belgium,BE,BEL,Brussels-Capital Region,Brussels-Capital Region,BE-BRU,region,,10159.5,52728.0,52728.0,2,Europe/Brussels,False,1056315355
1769767,Beveren,Beveren,Beveren-Waes,51.2,4.25,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,334.8,50281.0,50281.0,3,Europe/Brussels,True,1056581431
1769768,Etterbeek,Etterbeek,,50.8333,4.3833,Belgium,BE,BEL,Brussels-Capital Region,Brussels-Capital Region,BE-BRU,region,,16825.1,48473.0,48473.0,2,Europe/Brussels,False,1056267205
1769769,Beringen,Beringen,Beeringen,51.0489,5.2261,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,656.5,46065.0,46065.0,3,Europe/Brussels,False,1056300146
1769770,Borgerhout,Borgerhout,Borgerhouts,51.2117,4.4407,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,2496.4,45769.0,45769.0,2,Europe/Brussels,False,1056235367
1769771,Dendermonde,Dendermonde,Termonde,51.0333,4.1,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,minor,820.4,45673.0,45673.0,3,Europe/Brussels,False,1056277590
1769772,Merksem,Merksem,Merxem,51.2428,4.4414,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,5321.6,44808.0,44808.0,2,Europe/Brussels,False,1056201097
1769773,Deinze,Deinze,Deynze,50.9833,3.5333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,346.1,44315.0,44315.0,3,Europe/Brussels,False,1056715271
1769774,Turnhout,Turnhout,,51.3167,4.95,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,minor,740.4,44136.0,44136.0,3,Europe/Brussels,False,1056378407
1769775,Vilvoorde,Vilvoorde,Vilvorde,50.9333,4.4167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,minor,2049.1,44015.0,44015.0,2,Europe/Brussels,False,1056838834
1769776,Berchem,Berchem,,51.1833,4.4167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,2496.4,43180.0,43180.0,2,Europe/Brussels,False,1056254285
1769777,Heist-op-den-Berg,Heist-op-den-Berg,Heyst-op-den-Berg,51.0833,4.7167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,496.8,42950.0,42950.0,3,Europe/Brussels,False,1056533253
1769778,Lokeren,Lokeren,,51.1,3.9833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,625.8,42703.0,42703.0,3,Europe/Brussels,True,1056040417
1769779,Evere,Evere,,50.8667,4.4,Belgium,BE,BEL,Brussels-Capital Region,Brussels-Capital Region,BE-BRU,region,,8315.0,42656.0,42656.0,2,Europe/Brussels,False,1056731697
1769780,Dilbeek,Dilbeek,,50.85,4.2667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,931.0,42434.0,42434.0,3,Europe/Brussels,False,1056357068
1769781,Hoboken,Hoboken,Hoboken-lez-Anvers,51.1667,4.3667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,3922.0,41220.0,41220.0,2,Europe/Brussels,False,1056996414
1769782,Geel,Geel,Gheel,51.1667,5.0,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,345.8,41146.0,41146.0,3,Europe/Brussels,False,1056650070
1769783,Sint-Truiden,Sint-Truiden,Saint-Trond|Sint Truijen,50.8,5.1833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,407.5,40672.0,40672.0,3,Europe/Brussels,False,1056944500
1769784,Herstal,Herstal,,50.6667,5.6333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,1697.5,39958.0,39958.0,3,Europe/Brussels,False,1056571016
1769785,Braine-l’Alleud,Braine-l'Alleud,Eigenbrake,50.6833,4.3667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,764.3,39837.0,39837.0,3,Europe/Brussels,False,1056287952
1769786,Ninove,Ninove,,50.8333,4.0167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,541.9,39626.0,39626.0,3,Europe/Brussels,False,1056641524
1769787,Halle,Halle,Hal,50.7361,4.2372,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,880.5,39096.0,39096.0,3,Europe/Brussels,False,1056061836
1769788,Waregem,Waregem,Waereghem,50.8833,3.4167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,768.9,38347.0,38347.0,3,Europe/Brussels,False,1056938686
1769789,Wilrijk,Wilrijk,Wilryck|Wijlrijk,51.1667,4.3833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,2815.5,38319.0,38319.0,2,Europe/Brussels,False,1056856588
1769790,Brasschaat,Brasschaat,Brasschaet|Brasschaep,51.3,4.5,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,1094.3,38223.0,38223.0,3,Europe/Brussels,False,1056299309
1769791,Mechelen-aan-de-Maas,Mechelen-aan-de-Maas,Mechelen-aan-Maas|Mechelen,50.9667,5.7,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,500.7,38193.0,38193.0,3,Europe/Brussels,False,1056407060
1769792,Grimbergen,Grimbergen,Grimberghen,50.9333,4.3833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,926.3,37355.0,37355.0,3,Europe/Brussels,False,1056864579
1769793,Mol,Mol,Moll,51.1833,5.1167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,324.0,37022.0,37022.0,3,Europe/Brussels,False,1056847907
1769794,Lierre,Lierre,,51.1333,4.5667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,735.1,36646.0,36646.0,3,Europe/Brussels,False,1056505135
1769795,Châtelet,Chatelet,,50.4,4.5167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,1335.6,36101.0,36101.0,3,Europe/Brussels,False,1056557187
1769796,Evergem,Evergem,Everghem Rabot,51.1167,3.7,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,469.6,35239.0,35239.0,3,Europe/Brussels,True,1056954111
1769797,Zaventem,Zaventem,Saventhem,50.8667,4.4667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,1273.9,35184.0,35184.0,3,Europe/Brussels,False,1056786797
1769798,Ieper,Ieper,Ypres|Iper,50.8508,2.885,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,minor,266.6,35039.0,35039.0,3,Europe/Brussels,False,1056744519
1769799,Tienen,Tienen,Tirlemont|Thienen,50.8,4.9333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,483.1,34675.0,34675.0,3,Europe/Brussels,False,1056670352
1769800,Schoten,Schoten,Schooten,51.25,4.5,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,1166.2,34462.0,34462.0,3,Europe/Brussels,False,1056187001
1769801,Wavre,Wavre,Waver,50.7167,4.6,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,minor,784.3,34305.0,34305.0,3,Europe/Brussels,False,1056538762
1769802,Lommel,Lommel,,51.2333,5.3,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,412.8,34044.0,34044.0,3,Europe/Brussels,False,1056200489
1769803,Sint-Pieters-Leeuw,Sint-Pieters-Leeuw,Leeuw-Saint-Pierre,50.7833,4.25,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,842.9,34038.0,34038.0,3,Europe/Brussels,False,1056770935
1769804,Menen,Menen,Meenen|Menin,50.8,3.1167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,1024.8,33982.0,33982.0,3,Europe/Brussels,False,1056841514
1769805,Binche,Binche,,50.4,4.1667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,548.8,33598.0,33598.0,3,Europe/Brussels,False,1056520553
1769806,Geraardsbergen,Geraardsbergen,Geeraardsbergen|Grammont,50.7667,3.8667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,419.1,33403.0,33403.0,3,Europe/Brussels,False,1056572611
1769807,Knokke-Heist,Knokke-Heist,Knokkne,51.3333,3.2833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,586.4,33097.0,33097.0,3,Europe/Brussels,False,1056022450
1769808,Asse,Asse,Assche,50.9,4.2,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,663.9,32958.0,32958.0,3,Europe/Brussels,False,1056775940
1769809,Bilzen,Bilzen,Bilsen,50.8667,5.5167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,409.4,32318.0,32318.0,3,Europe/Brussels,False,1056431359
1769810,Sint-Amandsberg,Sint-Amandsberg,Mont-Saint Amand,51.0539,3.7492,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,1743.0,32151.0,32151.0,3,Europe/Brussels,False,1056712936
1769811,Oudenaarde,Oudenaarde,Audenarde|Audenaarde,50.85,3.6,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,minor,462.4,31866.0,31866.0,3,Europe/Brussels,False,1056780523
1769812,Wevelgem,Wevelgem,Wevelghem,50.8,3.1667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,810.4,31412.0,31412.0,3,Europe/Brussels,False,1056233593
1769813,Courcelles,Courcelles,,50.4667,4.3667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,773.0,31376.0,31376.0,3,Europe/Brussels,False,1056057326
1769814,Tongeren,Tongeren,Tongres,50.7833,5.4667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,minor,342.1,31142.0,31142.0,3,Europe/Brussels,False,1056711491
1769815,Arlon,Arlon,Aarlen,49.6833,5.8167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,minor,258.8,30818.0,30818.0,3,Europe/Brussels,False,1056746428
1769816,Kessel-Lo,Kessel-Lo,Kessel-Loo,50.8853,4.7358,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,2279.5,30317.0,30317.0,2,Europe/Brussels,False,1056309789
1769817,Waterloo,Waterloo,,50.7175,4.3979,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,1434.8,30174.0,30174.0,3,Europe/Brussels,False,1056353647
1769818,Aarschot,Aarschot,Aerschot,50.9833,4.8333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,413.6,29965.0,29965.0,3,Europe/Brussels,False,1056740173
1769819,Temse,Temse,Tamsch|Tamise|Tamse|Temsche,51.1167,4.2,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,739.7,29528.0,29528.0,3,Europe/Brussels,False,1056178805
1769820,Brecht,Brecht,,51.35,4.6333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,324.2,29454.0,29454.0,3,Europe/Brussels,False,1056740797
1769821,Ath,Ath,Aat,50.6167,3.7667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,minor,244.4,29164.0,29164.0,3,Europe/Brussels,False,1056512490
1769822,Izegem,Izegem,Iseghem,50.9167,3.2,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,1150.5,28845.0,28845.0,3,Europe/Brussels,False,1056662336
1769823,Nivelles,Nivelles,Nijvel,50.5833,4.3167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,minor,520.2,28521.0,28521.0,3,Europe/Brussels,False,1056187375
1769824,Herentals,Herentals,Herenthals,51.1833,4.8333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,582.2,28272.0,28272.0,3,Europe/Brussels,False,1056125768
1769825,Ans,Ans,,50.6667,5.5167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,1209.3,28238.0,28238.0,3,Europe/Brussels,False,1056084793
1769826,Harelbeke,Harelbeke,Hailebeke|Harlebeke,50.85,3.3,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,957.0,27886.0,27886.0,3,Europe/Brussels,False,1056312961
1769827,Soignies,Soignies,Zinnik,50.5667,4.0667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,minor,269.3,27603.0,27603.0,3,Europe/Brussels,False,1056957745
1769828,Andenne,Andenne,,50.4833,5.1,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,320.0,27573.0,27573.0,3,Europe/Brussels,False,1056666375
1769829,Sint-Joost-ten-Node,Sint-Joost-ten-Node,Saint-Josse-ten-Noode|Sint-Joost-ten-Noode,50.85,4.3833,Belgium,BE,BEL,Brussels-Capital Region,Brussels-Capital Region,BE-BRU,region,,8344.7,27497.0,27497.0,2,Europe/Brussels,False,1056751248
1769830,Kapellen,Kapellen,Cappellen,51.3167,4.4333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,727.1,26981.0,26981.0,3,Europe/Brussels,False,1056965326
1769831,Ronse,Ronse,Renaix,50.75,3.6,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,769.5,26702.0,26702.0,3,Europe/Brussels,False,1056897548
1769832,Zottegem,Zottegem,Sottegem,50.8667,3.8,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,392.0,26373.0,26373.0,3,Europe/Brussels,False,1056768332
1769833,Willebroek,Willebroek,Willebroeck,51.0667,4.3667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,956.7,26223.0,26223.0,3,Europe/Brussels,False,1056186071
1769834,Flémalle-Haute,Flemalle-Haute,,50.6,5.4667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,713.6,26174.0,26174.0,3,Europe/Brussels,False,1056508801
1769835,Mortsel,Mortsel,,51.1667,4.4667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,3362.1,26157.0,26157.0,2,Europe/Brussels,False,1056283690
1769836,Gembloux,Gembloux,Jembloux,50.5667,4.6833,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,289.8,25933.0,25933.0,3,Europe/Brussels,False,1056071343
1769837,Tubize,Tubize,Tubeke,50.693,4.2047,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,793.4,25914.0,25914.0,3,Europe/Brussels,False,1056180721
1769838,Lanaken,Lanaken,Lanaeken,50.8833,5.65,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,437.6,25818.0,25818.0,3,Europe/Brussels,False,1056538435
1769839,Wetteren,Wetteren,Wetteran,51.0,3.8833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,694.6,25477.0,25477.0,3,Europe/Brussels,False,1056973131
1769840,Oupeye,Oupeye,,50.7,5.65,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,774.0,25297.0,25297.0,3,Europe/Brussels,False,1056414303
1769841,Ganshoren,Ganshoren,,50.8667,4.3167,Belgium,BE,BEL,Brussels-Capital Region,Brussels-Capital Region,BE-BRU,region,,10384.4,25234.0,25234.0,2,Europe/Brussels,False,1056018953
1769842,Maaseik,Maaseik,Maeseyck,51.1,5.8,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,minor,327.7,25201.0,25201.0,3,Europe/Brussels,False,1056459643
1769843,Overijse,Overijse,Overijsche|Overijase|Overyssche,50.7667,4.5333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,512.7,25169.0,25169.0,3,Europe/Brussels,False,1056558887
1769844,Beersel,Beersel,,50.7667,4.3,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,835.4,25069.0,25069.0,3,Europe/Brussels,False,1056689003
1769845,Westerlo,Westerlo,Westerloo,51.0833,4.9167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,451.4,24884.0,24884.0,3,Europe/Brussels,False,1056672480
1769846,Hamme,Hamme,,51.0983,4.1369,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,611.9,24829.0,24829.0,3,Europe/Brussels,True,1056862264
1769847,Merelbeke,Merelbeke,Meirelbeke,51.0,3.75,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,672.1,24634.0,24634.0,3,Europe/Brussels,False,1056415717
1769848,Zwevegem,Zwevegem,Sweveghem,50.8,3.3333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,389.3,24619.0,24619.0,3,Europe/Brussels,False,1056326453
1769849,Saint-Nicolas,Saint-Nicolas,Sint-Niklaas,50.6333,5.5333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,3545.5,24251.0,24251.0,2,Europe/Brussels,False,1056730951
1769850,Diest,Diest,,50.9833,5.05,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,409.3,23824.0,23824.0,3,Europe/Brussels,False,1056065349
1769851,Maldegem,Maldegem,,51.2,3.4333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,250.3,23689.0,23689.0,3,Europe/Brussels,False,1056438653
1769852,Oostkamp,Oostkamp,Oostcamp,51.15,3.2333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,296.0,23580.0,23580.0,3,Europe/Brussels,False,1056412742
1769853,Heverlee,Heverlee,Heverle,50.86,4.6897,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,1192.7,23555.0,23555.0,3,Europe/Brussels,False,1056173324
1769854,Saint-Ghislain,Saint-Ghislain,,50.45,3.8167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,643.8,23335.0,23335.0,3,Europe/Brussels,False,1056129350
1769855,Zemst,Zemst,Sempst,50.9722,4.4222,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,544.3,23325.0,23325.0,3,Europe/Brussels,False,1056199870
1769856,Manage,Manage,,50.5,4.2333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,1174.9,23122.0,23122.0,3,Europe/Brussels,False,1056832632
1769857,Scherpenheuvel,Scherpenheuvel,Montaigu,51.0,4.9667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,416.8,22952.0,22952.0,3,Europe/Brussels,False,1056346547
1769858,Nijlen,Nijlen,Nylen,51.1667,4.65,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,585.1,22936.0,22936.0,3,Europe/Brussels,False,1056215628
1769859,Marcinelle,Marcinelle,,50.4,4.4486,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,1738.4,22877.0,22877.0,3,Europe/Brussels,False,1056671258
1769860,Ekeren,Ekeren,Eeckeren,51.2833,4.4167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,2114.2,22874.0,22874.0,2,Europe/Brussels,False,1056130684
1769861,Balen,Balen,Balen-sur-Nethe|Baelen,51.1667,5.15,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,312.5,22813.0,22813.0,3,Europe/Brussels,False,1056866817
1769862,Zedelgem,Zedelgem,Zedelghem,51.1333,3.1333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,375.1,22635.0,22635.0,3,Europe/Brussels,False,1056608404
1769863,Fleurus,Fleurus,,50.4833,4.5333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,318.2,22594.0,22594.0,3,Europe/Brussels,False,1056660744
1769864,Rixensart,Rixensart,,50.7167,4.5333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,374.7,22401.0,22401.0,3,Europe/Brussels,False,1056643005
1769865,Lochristi,Lochristi,Loochristy|Loochristi,51.1,3.8333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,369.6,22300.0,22300.0,3,Europe/Brussels,False,1056543917
1769866,Braine-le-Comte,Braine-le-Comte,’s-Gravenbrakel,50.6,4.1333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,286.6,22290.0,22290.0,3,Europe/Brussels,False,1056000009
1769867,Edegem,Edegem,Edeghem,51.15,4.45,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,2258.0,22261.0,22261.0,2,Europe/Brussels,False,1056844359
1769868,Tervuren,Tervuren,Tervueren,50.8167,4.5,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,675.8,22248.0,22248.0,3,Europe/Brussels,False,1056221910
1769869,Koekelberg,Koekelberg,,50.8667,4.3333,Belgium,BE,BEL,Brussels-Capital Region,Brussels-Capital Region,BE-BRU,region,,18733.8,21959.0,21959.0,2,Europe/Brussels,False,1056006015
1769870,Koksijde,Koksijde,Coxyde,51.1,2.65,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,460.1,21957.0,21957.0,3,Europe/Brussels,False,1056544281
1769871,Frameries,Frameries,,50.4,3.9,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,843.1,21878.0,21878.0,3,Europe/Brussels,False,1056190283
1769872,Zoersel,Zoersel,,51.2667,4.7,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,591.2,21739.0,21739.0,3,Europe/Brussels,False,1056874458
1769873,Herent,Herent,,50.9,4.6667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,660.9,21632.0,21632.0,3,Europe/Brussels,False,1056180575
1769874,Hoogstraten,Hoogstraten,Hoogstraeten,51.4,4.7667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,203.3,21424.0,21424.0,3,Europe/Brussels,False,1056021828
1769875,Bornem,Bornem,Bornhem,51.1,4.2333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,465.2,21353.0,21353.0,3,Europe/Brussels,False,1056491633
1769876,Huy,Huy,Hoei,50.5167,5.2333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,minor,501.9,21293.0,21293.0,3,Europe/Brussels,False,1056597064
1769877,Zonhoven,Zonhoven,,50.9833,5.35,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,572.1,21214.0,21214.0,3,Europe/Brussels,False,1056182511
1769878,Kontich,Kontich,Contich,51.1333,4.45,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,890.9,21203.0,21203.0,3,Europe/Brussels,False,1056241765
1769879,Zele,Zele,,51.0667,4.0333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,676.4,20976.0,20976.0,3,Europe/Brussels,False,1056909340
