,city,city_ascii,city_alt,lat,lng,country,iso2,iso3,admin_name,admin_name_ascii,admin_code,admin_type,capital,density,population,population_proper,ranking,timezone,same_name,id
1770024,Sint-Michiels,Sint-Michiels,Saint-Michel,51.1886,3.2117,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,886.4,12427.0,12427.0,3,Europe/Brussels,False,1056174386
1770025,Aywaille,Aywaille,,50.4667,5.6667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,152.2,12405.0,12405.0,3,Europe/Brussels,False,1056994881
1770026,Boortmeerbeek,Boortmeerbeek,,50.9833,4.5667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,567.7,12379.0,12379.0,3,Europe/Brussels,False,1056329239
1770027,Veurne,Veurne,Furnes,51.0667,2.65,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,minor,126.5,12295.0,12295.0,3,Europe/Brussels,False,1056727573
1770028,Anderlues,Anderlues,,50.4,4.2667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,736.5,12254.0,12254.0,3,Europe/Brussels,False,1056010234
1770029,Kinrooi,Kinrooi,Kinroy,51.15,5.75,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,241.8,12233.0,12233.0,3,Europe/Brussels,False,1056406187
1770030,Profondeville,Profondeville,,50.3833,4.8667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,268.7,12204.0,12204.0,3,Europe/Brussels,False,1056732493
1770031,Nevele,Nevele,,51.0333,3.55,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,234.7,12179.0,12179.0,3,Europe/Brussels,False,1056686535
1770032,Gistel,Gistel,Ghistelles,51.15,2.9667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,289.1,12106.0,12106.0,3,Europe/Brussels,False,1056419947
1770033,Steenokkerzeel,Steenokkerzeel,Steen-Ockerzeel,50.9167,4.5167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,480.8,12090.0,12090.0,3,Europe/Brussels,False,1056649195
1770034,Paal,Paal,Pael,51.0392,5.1728,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,512.6,12083.0,12083.0,3,Europe/Brussels,False,1056886583
1770035,Theux,Theux,Thieux,50.5333,5.8167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,161.8,12025.0,12025.0,3,Europe/Brussels,False,1056495369
1770036,Beyne-Heusay,Beyne-Heusay,,50.6167,5.65,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,1641.9,12019.0,12019.0,3,Europe/Brussels,False,1056881685
1770037,Rijkevorsel,Rijkevorsel,Ryckevorsel,51.35,4.7667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,255.0,11932.0,11932.0,3,Europe/Brussels,False,1056525868
1770038,Kampenhout,Kampenhout,Campenhout,50.95,4.55,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,355.3,11898.0,11898.0,3,Europe/Brussels,False,1056286425
1770039,Bernissart,Bernissart,,50.4833,3.65,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,280.9,11868.0,11868.0,3,Europe/Brussels,False,1056243222
1770040,Deerlijk,Deerlijk,Deerlyck,50.85,3.35,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,642.4,11796.0,11796.0,3,Europe/Brussels,False,1056327002
1770041,Alken,Alken,,50.8761,5.3078,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,460.0,11757.0,11757.0,3,Europe/Brussels,False,1056681067
1770042,Chaumont-Gistoux,Chaumont-Gistoux,Chaumont,50.6769,4.7196,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,243.9,11731.0,11731.0,3,Europe/Brussels,False,1056064038
1770043,Berlaar,Berlaar,Berlaer,51.1167,4.65,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,486.9,11656.0,11656.0,3,Europe/Brussels,False,1056259824
1770044,Durbuy,Durbuy,Durbui,50.3522,5.4563,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,77.1,11637.0,11637.0,3,Europe/Brussels,False,1056196256
1770045,Hemiksem,Hemiksem,Hemixeu|Hemixem,51.15,4.35,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,2730.9,11634.0,11634.0,2,Europe/Brussels,False,1056061898
1770046,Wichelen,Wichelen,,51.0,3.9667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,545.5,11578.0,11578.0,3,Europe/Brussels,False,1056534647
1770047,Nazareth,Nazareth,Petit Nazareth,50.9667,3.6,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,328.9,11574.0,11574.0,3,Europe/Brussels,False,1056053458
1770048,Melle,Melle,,51.0,3.8,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,770.7,11574.0,11574.0,3,Europe/Brussels,False,1056598788
1770049,Nieuwpoort,Nieuwpoort,Nieuport,51.1167,2.75,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,451.0,11565.0,11488.0,3,Europe/Brussels,True,1056198212
1770050,Strombeek-Bever,Strombeek-Bever,,50.91,4.35,Belgium,BE,BEL,Brussels-Capital Region,Brussels-Capital Region,BE-BRU,region,,1375.5,11500.0,11500.0,3,Europe/Brussels,False,1056731023
1770051,Florennes,Florennes,,50.25,4.6167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,85.4,11410.0,11410.0,3,Europe/Brussels,False,1056332747
1770052,Staden,Staden,,50.9833,3.0167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,264.8,11376.0,11376.0,3,Europe/Brussels,False,1056254090
1770053,Virton,Virton,Wirten,49.5675,5.5325,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,minor,138.9,11323.0,11323.0,3,Europe/Brussels,False,1056402368
1770054,Seneffe,Seneffe,,50.5167,4.25,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,215.8,11272.0,11272.0,3,Europe/Brussels,False,1056829223
1770055,Farciennes,Farciennes,,50.4333,4.55,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,1082.5,11247.0,11247.0,3,Europe/Brussels,False,1056870201
1770056,Retie,Retie,Rethy,51.2667,5.0667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,232.3,11240.0,11240.0,3,Europe/Brussels,False,1056722823
1770057,Hoeilaart,Hoeilaart,Hoeylaert,50.7667,4.4667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,517.1,11172.0,11172.0,3,Europe/Brussels,False,1056289964
1770058,Grobbendonk,Grobbendonk,Grobbendonck,51.2,4.7167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,393.9,11172.0,11172.0,3,Europe/Brussels,False,1056834518
1770059,Vosselaar,Vosselaar,Vosselaer,51.3167,4.8833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,941.7,11159.0,11159.0,3,Europe/Brussels,False,1056845357
1770060,Écaussinnes-Lalaing,Ecaussinnes-Lalaing,Écaussines-Lalaing,50.5667,4.1833,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,320.2,11135.0,11135.0,3,Europe/Brussels,False,1056355929
1770061,De Panne,De Panne,Panne|La Panne,51.1,2.5833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,465.6,11129.0,11129.0,3,Europe/Brussels,False,1056000077
1770062,Oud-Heverlee,Oud-Heverlee,Vieux-Héverlé,50.8333,4.6667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,374.9,11099.0,11099.0,3,Europe/Brussels,False,1056031446
1770063,Melsele,Melsele,,51.2209,4.2815,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,602.9,11093.0,11093.0,3,Europe/Brussels,False,1056558146
1770064,Moorslede,Moorslede,,50.8833,3.0667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,289.7,11080.0,11080.0,3,Europe/Brussels,False,1056720608
1770065,La Calamine,La Calamine,Kalmis,50.7,6.0,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,607.5,11061.0,11061.0,3,Europe/Brussels,False,1056326759
1770066,De Pinte,De Pinte,La Pinte,51.0,3.65,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,483.1,11046.0,11046.0,3,Europe/Brussels,False,1056508352
1770067,Damme,Damme,,51.25,3.2667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,117.9,11008.0,11008.0,3,Europe/Brussels,False,1056742472
1770068,Borsbeek,Borsbeek,,51.2,4.4833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,2406.6,10949.0,10949.0,2,Europe/Brussels,False,1056005961
1770069,Ingelmunster,Ingelmunster,,50.9167,3.25,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,648.8,10928.0,10928.0,3,Europe/Brussels,False,1056487439
1770070,Meulebeke,Meulebeke,,50.95,3.2833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,408.8,10906.0,10906.0,3,Europe/Brussels,False,1056545779
1770071,Waasmunster,Waasmunster,Waesmunster,51.1097,4.0847,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,337.2,10768.0,10768.0,3,Europe/Brussels,False,1056237284
1770072,Villers-la-Ville,Villers-la-Ville,,50.5833,4.5333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,225.8,10713.0,10713.0,3,Europe/Brussels,False,1056078634
1770073,Louvain-la-Neuve,Louvain-la-Neuve,,50.6667,4.5,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,324.9,10710.0,10710.0,3,Europe/Brussels,False,1056082103
1770074,Raeren,Raeren,,50.6833,6.1167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,144.3,10707.0,10707.0,3,Europe/Brussels,False,1056287455
1770075,Borgloon,Borgloon,Looz,50.8,5.3333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,209.3,10697.0,10697.0,3,Europe/Brussels,False,1056883817
1770076,Niel,Niel,,51.1167,4.3333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,2001.1,10546.0,10546.0,2,Europe/Brussels,False,1056834573
1770077,Heule,Heule,,50.8333,3.2333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,899.2,10503.0,10503.0,3,Europe/Brussels,False,1056934684
1770078,Ertvelde,Ertvelde,,51.1783,3.7447,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,450.4,10503.0,10503.0,3,Europe/Brussels,False,1056825602
1770079,Court-Saint-Étienne,Court-Saint-Etienne,,50.6333,4.5667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,394.1,10500.0,10500.0,3,Europe/Brussels,False,1056682611
1770080,Hulshout,Hulshout,,51.0833,4.7833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,591.6,10471.0,10471.0,3,Europe/Brussels,False,1056358506
1770081,Braine-le-Château,Braine-le-Chateau,Kasteelbrakel,50.6833,4.2667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,460.2,10447.0,10447.0,3,Europe/Brussels,False,1056237513
1770082,Estaimpuis,Estaimpuis,,50.7,3.2667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,302.4,10424.0,10424.0,3,Europe/Brussels,False,1056179340
1770083,Jurbise,Jurbise,Jurbeke|Jublicehainaut,50.5333,3.9333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,202.4,10417.0,10417.0,3,Europe/Brussels,False,1056563634
1770084,Opglabbeek,Opglabbeek,,51.05,5.5833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,415.1,10403.0,10403.0,3,Europe/Brussels,False,1056213359
1770085,Plombières,Plombieres,Bleyberg,50.7333,5.95,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,174.3,10401.0,10401.0,3,Europe/Brussels,False,1056147295
1770086,Spa,Spa,Spa La Sauvehiece,50.4925,5.8642,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,321.2,10378.0,10378.0,3,Europe/Brussels,False,1056521041
1770087,Meerhout,Meerhout,,51.1333,5.0833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,261.7,10324.0,10324.0,3,Europe/Brussels,False,1056144149
1770088,Sint-Lievens-Houtem,Sint-Lievens-Houtem,Hautem-Saint-Liévin,50.9167,3.8667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,355.6,10255.0,10255.0,3,Europe/Brussels,False,1056997842
1770089,Montignies-le-Tilleul,Montignies-le-Tilleul,,50.3833,4.3833,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,594.9,10136.0,10136.0,3,Europe/Brussels,False,1056126803
1770090,Avelgem,Avelgem,Avelghem,50.7667,3.4333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,368.9,10065.0,10065.0,3,Europe/Brussels,False,1056175400
1770091,Begijnendijk,Begijnendijk,Beggynendyck,51.0167,4.7833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,417.4,10053.0,10053.0,3,Europe/Brussels,False,1056560278
1770092,Houthulst,Houthulst,Houthuls,50.9833,2.95,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,179.5,10032.0,10032.0,3,Europe/Brussels,False,1056273463
1770093,Bierbeek,Bierbeek,,50.8333,4.7667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,226.1,10025.0,10025.0,3,Europe/Brussels,False,1056157543
1770094,Cuesmes,Cuesmes,,50.4361,3.9206,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,1055.5,9964.0,9964.0,3,Europe/Brussels,False,1056795347
1770095,Bertem,Bertem,Berthem,50.85,4.6167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,327.2,9958.0,9958.0,3,Europe/Brussels,False,1056292340
1770096,Hooglede,Hooglede,,50.9833,3.0833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,283.8,9950.0,9950.0,3,Europe/Brussels,False,1056206386
1770097,Erquelinnes,Erquelinnes,,50.3,4.1167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,809.9,9940.0,9940.0,3,Europe/Paris,False,1056578378
1770098,Welkenraedt,Welkenraedt,,50.65,5.9667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,405.4,9920.0,9920.0,3,Europe/Brussels,False,1056282344
1770099,Holsbeek,Holsbeek,,50.9167,4.7667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,285.4,9905.0,9905.0,3,Europe/Brussels,False,1056025323
1770100,Wilsele,Wilsele,,50.9,4.7,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,1106.5,9892.0,9892.0,3,Europe/Brussels,False,1056655352
1770101,Huldenberg,Huldenberg,,50.7833,4.5833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,333.3,9892.0,9892.0,3,Europe/Brussels,False,1056380225
1770102,Chimay,Chimay,,50.05,4.3167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,49.9,9841.0,9841.0,3,Europe/Brussels,False,1056608598
1770103,Pepinster,Pepinster,,50.5667,5.8167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,548.2,9765.0,9765.0,3,Europe/Brussels,False,1056265480
1770104,Oudenburg,Oudenburg,,51.1833,3.0,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,274.6,9717.0,9717.0,3,Europe/Brussels,False,1056496818
1770105,Ledegem,Ledegem,Ledeghem,50.85,3.1167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,301.2,9716.0,9716.0,3,Europe/Brussels,False,1056674773
1770106,Wijnegem,Wijnegem,Wyneghem,51.2333,4.5333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,848.1,9711.0,9711.0,3,Europe/Brussels,False,1056561249
1770107,Lovendegem,Lovendegem,,51.1,3.6,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,496.3,9703.0,9703.0,3,Europe/Brussels,False,1056273817
1770108,Hoeselt,Hoeselt,Hoesselt,50.85,5.4833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,322.6,9685.0,9685.0,3,Europe/Brussels,False,1056339623
1770109,Saint-Vith,Saint-Vith,Sankt-Vith,50.2667,6.1167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,63.5,9682.0,9682.0,4,Europe/Brussels,False,1056135574
1770110,Dessel,Dessel,Desschel,51.2333,5.1167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,397.3,9605.0,9605.0,3,Europe/Brussels,False,1056333451
1770111,Wielsbeke,Wielsbeke,,50.9,3.3667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,440.4,9584.0,9584.0,3,Europe/Brussels,False,1056411579
1770112,Halen,Halen,Haelen,50.9481,5.1144,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,260.7,9461.0,9461.0,3,Europe/Brussels,False,1056456739
1770113,Kapelle-op-den-Bos,Kapelle-op-den-Bos,Kapelle-op-den-Bosch|Kapelle Bosch|Cappelle-au-Bois,51.0167,4.3667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,578.7,9396.0,9396.0,3,Europe/Brussels,False,1056754510
1770114,Awans,Awans,,50.6667,5.4667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,344.4,9353.0,9353.0,3,Europe/Brussels,False,1056534657
1770115,Perwez,Perwez,Perwijs,50.6167,4.8167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,182.9,9291.0,9291.0,3,Europe/Brussels,False,1056663953
1770116,Juprelle,Juprelle,,50.7167,5.5333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,269.7,9288.0,9288.0,3,Europe/Brussels,False,1056730638
1770117,Gooik,Gooik,Goyck,50.8,4.1167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,232.6,9236.0,9236.0,3,Europe/Brussels,False,1056183534
1770118,Philippeville,Philippeville,Phillippeville,50.2,4.55,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,minor,57.3,9228.0,9228.0,3,Europe/Brussels,False,1056548707
1770119,La Bruyère,La Bruyere,,50.5,4.8,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,174.1,9226.0,9226.0,3,Europe/Brussels,True,1056215360
1770120,Roux,Roux,,50.4412,4.3926,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,1681.7,9182.0,9182.0,3,Europe/Brussels,False,1056106908
1770121,Yvoir,Yvoir,,50.3333,4.8833,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,166.3,9163.0,9163.0,4,Europe/Brussels,False,1056417528
1770122,Beauraing,Beauraing,,50.1092,4.9567,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,50.7,9160.0,9160.0,4,Europe/Brussels,False,1056162320
1770123,Herenthout,Herenthout,,51.15,4.7667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,349.0,9109.0,9109.0,3,Europe/Brussels,False,1056849733
1770124,Sint-Martens-Lennik,Sint-Martens-Lennik,Lennik|Lennick-Saint-Martin,50.8,4.15,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,293.0,9024.0,9024.0,3,Europe/Brussels,False,1056514548
1770125,Ardooie,Ardooie,Ardoye,50.9667,3.1833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,250.8,8988.0,8988.0,3,Europe/Brussels,False,1056959747
1770126,Bassenge,Bassenge,Bitsingen|Bassange,50.7667,5.6,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,274.4,8986.0,8986.0,3,Europe/Brussels,False,1056702333
1770127,Lichtervelde,Lichtervelde,Lichterveld,51.0333,3.1333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,339.1,8793.0,8793.0,3,Europe/Brussels,True,1056245942
1770128,Koekelare,Koekelare,Couckelaere,51.0833,2.9667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,224.1,8784.0,8784.0,3,Europe/Brussels,False,1056902791
1770129,Bertrix,Bertrix,,49.8542,5.2533,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,58.5,8763.0,8763.0,4,Europe/Brussels,False,1056726462
1770130,Galmaarden,Galmaarden,Gammerages,50.75,3.99,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,215.4,8725.0,8725.0,3,Europe/Brussels,False,1056556479
1770131,Heusden,Heusden,,51.0281,3.8,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,614.9,8688.0,8688.0,3,Europe/Brussels,True,1056423197
1770132,Sint-Job-in-’t-Goor,Sint-Job-in-'t-Goor,Saint-Job-in ’t-Goor,51.3,4.5667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,310.8,8647.0,8647.0,3,Europe/Brussels,False,1056888422
1770133,Lint,Lint,Linth,51.1167,4.4833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,1066.3,8641.0,8641.0,3,Europe/Brussels,False,1056535709
1770134,Jalhay,Jalhay,,50.5667,5.9667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,74.2,8590.0,8590.0,4,Europe/Brussels,False,1056772440
1770135,Merksplas,Merksplas,Merxplas,51.3667,4.8667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,231.0,8588.0,8588.0,3,Europe/Brussels,False,1056591557
1770136,Zoutleeuw,Zoutleeuw,Zoutleew|Léau,50.8333,5.1,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,181.9,8498.0,8498.0,3,Europe/Brussels,False,1056468656
1770137,Dentergem,Dentergem,Denterghem,50.95,3.4167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,327.1,8484.0,8484.0,3,Europe/Brussels,False,1056024924
1770138,Sint-Amands,Sint-Amands,Saint-Amand,51.05,4.2,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,544.3,8480.0,8480.0,3,Europe/Brussels,False,1056985504
1770139,Sint-Martens-Latem,Sint-Martens-Latem,Laethem-Saint-Martin,51.0167,3.6333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,590.5,8468.0,8468.0,3,Europe/Brussels,False,1056809232
1770140,Zomergem,Zomergem,Somergem|Somergein,51.1167,3.55,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,218.3,8466.0,8466.0,3,Europe/Brussels,False,1056975482
1770141,Kortessem,Kortessem,Cortessem|Kortessum|Cortessum,50.8667,5.3833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,249.1,8446.0,8446.0,3,Europe/Brussels,False,1056706411
1770142,Schelle,Schelle,,51.1333,4.3333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,1633.7,8433.0,8433.0,3,Europe/Brussels,False,1056406794
1770143,Sombreffe,Sombreffe,,50.5314,4.597,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,263.1,8420.0,8420.0,3,Europe/Brussels,False,1056974032
1770144,Silly,Silly,Opzullik,50.65,3.9167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,131.3,8407.0,8407.0,4,Europe/Brussels,False,1056623734
1770145,Gingelom,Gingelom,,50.75,5.1167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,148.5,8391.0,8391.0,3,Europe/Brussels,False,1056562548
1770146,Habay-la-Vieille,Habay-la-Vieille,Habay,49.7333,5.6167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,80.9,8387.0,8387.0,3,Europe/Brussels,False,1056000063
1770147,Hove,Hove,,51.15,4.4667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,1033.4,8277.0,8277.0,3,Europe/Brussels,False,1056838878
1770148,Westmalle,Westmalle,,51.2833,4.6833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,353.8,8229.0,8229.0,3,Europe/Brussels,False,1056267839
1770149,Knesselare,Knesselare,Knesselaere,51.1333,3.4167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,219.3,8211.0,8211.0,3,Europe/Brussels,False,1056660494
1770150,Waarschoot,Waarschoot,Waerschoot,51.15,3.6,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,373.5,8194.0,8194.0,3,Europe/Brussels,False,1056270286
1770151,As,As,Asch,51.0,5.5833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,294.3,8190.0,8190.0,3,Europe/Brussels,False,1056635064
1770152,Messancy,Messancy,,49.595,5.8183,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,156.1,8185.0,8185.0,3,Europe/Brussels,False,1056874547
1770153,Trooz,Trooz,,50.5667,5.6833,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,337.7,8172.0,8172.0,3,Europe/Brussels,False,1056040625
1770154,Boutersem,Boutersem,Bautersem,50.85,4.8333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,235.3,8167.0,8167.0,3,Europe/Brussels,False,1056605130
1770155,Floreffe,Floreffe,,50.4333,4.7833,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,190.4,8114.0,8114.0,4,Europe/Brussels,False,1056575483
1770156,Nekkerspoel,Nekkerspoel,Neckerspoel,51.0308,4.4989,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,3029.2,8088.0,8088.0,2,Europe/Brussels,False,1056281693
1770157,Neufchâteau,Neufchateau,,49.8333,5.4333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,minor,70.6,8029.0,8029.0,3,Europe/Brussels,True,1056857306
1770158,Marke,Marke,Marcke,50.8069,3.2336,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,977.7,7933.0,7933.0,3,Europe/Brussels,False,1056105299
1770159,Kortenaken,Kortenaken,Cortenaeken,50.9,5.0667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,172.0,7875.0,7875.0,4,Europe/Brussels,False,1056755846
1770160,Oostrozebeke,Oostrozebeke,Oostroosebeke|Oostroozebeke,50.9167,3.3333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,465.9,7849.0,7849.0,3,Europe/Brussels,False,1056462749
1770161,Vorselaar,Vorselaar,Vorsselaer,51.2,4.7667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,284.1,7848.0,7848.0,3,Europe/Brussels,False,1056242773
1770162,Vielsalm,Vielsalm,,50.2833,5.9167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,58.0,7821.0,7821.0,4,Europe/Brussels,False,1056295387
1770163,Antoing,Antoing,,50.5667,3.45,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,249.3,7760.0,7760.0,3,Europe/Brussels,False,1056797229
1770164,Wachtebeke,Wachtebeke,,51.1667,3.8667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,222.5,7683.0,7683.0,3,Europe/Brussels,False,1056121234
1770165,Sleidinge,Sleidinge,Sleydinge,51.1305,3.675,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,365.1,7630.0,7630.0,3,Europe/Brussels,False,1056721439
1770166,Burcht,Burcht,Burght,51.2,4.3333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,1694.4,7608.0,7608.0,3,Europe/Brussels,False,1056448763
